id,dataset_type,description,ai_taxonomy,current_erms_taxonomy,raw_meta_data,ai_taxonomy_detail,ai_root_cause,ai_enrichment
131,controls,Data quality issue in Settlement System leading to operational delay,Model Risk,MR-001: Interest Rate Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_653"", ""tags"": [""urgent"", ""review"", ""monitoring""]}, ""financial_impact"": {""amount"": 85697.02, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-27T13:09:20.127235"", ""acknowledged"": ""2025-08-28T13:09:20.127236"", ""resolved"": ""2025-08-23T13:09:20.127237""}}","{""status"": ""resolved"", ""severity"": ""medium"", ""created_date"": ""2024-10-23T13:09:20.127240""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""technical_debt"", ""inadequate_training"", ""process_deviation""], ""risk_indicators"": {""probability"": 0.9733110278753847, ""impact_score"": 8, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Manual override"", ""Action 3: Process bypass""], ""long_term_solutions"": [""Solution 1: Process redesign"", ""Solution 2: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_75"", ""technical_lead"": ""tech_11"", ""risk_reviewer"": ""risk_80""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P4"", ""assigned_to"": ""user_187"", ""tags"": [""urgent"", ""review""]}, ""financial_impact"": {""amount"": 730323.03, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-07T13:09:20.127250"", ""acknowledged"": ""2025-08-17T13:09:20.127251"", ""resolved"": null}}"
132,controls,Authorization bypass in Reporting System with client disruption,Legal Risk,LR-001: Funding Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_413"", ""tags"": [""review"", ""resolved"", ""monitoring""]}, ""financial_impact"": {""amount"": 630559.73, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-15T13:09:20.127257"", ""acknowledged"": ""2025-08-26T13:09:20.127258"", ""resolved"": ""2025-08-20T13:09:20.127259""}}","{""status"": ""active"", ""severity"": ""high"", ""created_date"": ""2025-04-06T13:09:20.127262""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""technical_debt"", ""system_overload"", ""inadequate_training""], ""risk_indicators"": {""probability"": 0.3488209509405492, ""impact_score"": 5, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Process bypass""], ""long_term_solutions"": [""Solution 1: System upgrade"", ""Solution 2: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_31"", ""technical_lead"": ""tech_70"", ""risk_reviewer"": ""risk_45""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_922"", ""tags"": [""review"", ""resolved"", ""escalated""]}, ""financial_impact"": {""amount"": 615436.15, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-19T13:09:20.127272"", ""acknowledged"": ""2025-08-30T13:09:20.127273"", ""resolved"": ""2025-08-19T13:09:20.127274""}}"
133,controls,Failed transaction processing in Trading Platform resulting in audit findings,Model Risk,MR-003: Equity Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P4"", ""assigned_to"": ""user_475"", ""tags"": [""urgent"", ""monitoring"", ""resolved""]}, ""financial_impact"": {""amount"": 315542.63, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-26T13:09:20.127279"", ""acknowledged"": ""2025-08-25T13:09:20.127280"", ""resolved"": ""2025-08-19T13:09:20.127281""}}","{""status"": ""resolved"", ""severity"": ""high"", ""created_date"": ""2025-01-30T13:09:20.127285""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""vendor_issue""], ""risk_indicators"": {""probability"": 0.27209325239593696, ""impact_score"": 10, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Process bypass""], ""long_term_solutions"": [""Solution 1: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_15"", ""technical_lead"": ""tech_42"", ""risk_reviewer"": ""risk_33""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P4"", ""assigned_to"": ""user_825"", ""tags"": [""escalated"", ""review""]}, ""financial_impact"": {""amount"": 484829.5, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-11T13:09:20.127297"", ""acknowledged"": ""2025-08-26T13:09:20.127298"", ""resolved"": null}}"
134,controls,System outage in CRM System affecting operational delay,Liquidity Risk,CR-002: Concentration Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_391"", ""tags"": [""escalated""]}, ""financial_impact"": {""amount"": 192536.77, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-13T13:09:20.127304"", ""acknowledged"": ""2025-08-18T13:09:20.127305"", ""resolved"": null}}","{""status"": ""resolved"", ""severity"": ""low"", ""created_date"": ""2024-11-05T13:09:20.127308""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""inadequate_training"", ""system_overload""], ""risk_indicators"": {""probability"": 0.33541319325343033, ""impact_score"": 7, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override"", ""Action 2: Data correction""], ""long_term_solutions"": [""Solution 1: Process redesign"", ""Solution 2: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_80"", ""technical_lead"": ""tech_91"", ""risk_reviewer"": ""risk_85""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_813"", ""tags"": [""urgent"", ""monitoring""]}, ""financial_impact"": {""amount"": 752420.66, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-13T13:09:20.127318"", ""acknowledged"": ""2025-08-24T13:09:20.127319"", ""resolved"": null}}"
135,controls,Process failure in Payment Gateway resulting in financial loss,Third Party Risk,TR-002: Data Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P3"", ""assigned_to"": ""user_752"", ""tags"": [""monitoring"", ""escalated"", ""review""]}, ""financial_impact"": {""amount"": 609235.06, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-24T13:09:20.127324"", ""acknowledged"": ""2025-08-21T13:09:20.127325"", ""resolved"": ""2025-08-31T13:09:20.127326""}}","{""status"": ""active"", ""severity"": ""high"", ""created_date"": ""2025-02-01T13:09:20.127330""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""inadequate_training""], ""risk_indicators"": {""probability"": 0.9467975388754835, ""impact_score"": 10, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_38"", ""technical_lead"": ""tech_54"", ""risk_reviewer"": ""risk_58""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_991"", ""tags"": [""monitoring"", ""urgent""]}, ""financial_impact"": {""amount"": 377516.77, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-09T13:09:20.127339"", ""acknowledged"": ""2025-09-07T13:09:20.127340"", ""resolved"": null}}"
136,controls,Process failure in Client Portal resulting in operational delay,Strategic Risk,MR-003: Equity Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_903"", ""tags"": [""urgent"", ""resolved""]}, ""financial_impact"": {""amount"": 807220.32, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-09T13:09:20.127345"", ""acknowledged"": ""2025-08-29T13:09:20.127346"", ""resolved"": ""2025-08-21T13:09:20.127347""}}","{""status"": ""resolved"", ""severity"": ""low"", ""created_date"": ""2025-06-25T13:09:20.127350""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""system_overload"", ""inadequate_training"", ""vendor_issue""], ""risk_indicators"": {""probability"": 0.4550918365909231, ""impact_score"": 4, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override"", ""Action 2: Process bypass"", ""Action 3: System restart""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_53"", ""technical_lead"": ""tech_53"", ""risk_reviewer"": ""risk_77""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_832"", ""tags"": [""resolved"", ""escalated""]}, ""financial_impact"": {""amount"": 638218.35, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-22T13:09:20.127360"", ""acknowledged"": ""2025-09-01T13:09:20.127361"", ""resolved"": null}}"
137,controls,Data quality issue in Reporting System leading to data corruption,Liquidity Risk,TR-001: Infrastructure Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_604"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 530405.17, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-27T13:09:20.127367"", ""acknowledged"": ""2025-09-05T13:09:20.127368"", ""resolved"": ""2025-08-22T13:09:20.127369""}}","{""status"": ""pending"", ""severity"": ""high"", ""created_date"": ""2025-03-07T13:09:20.127372""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""system_overload"", ""communication_breakdown""], ""risk_indicators"": {""probability"": 0.8532703510259056, ""impact_score"": 2, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override""], ""long_term_solutions"": [""Solution 1: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_39"", ""technical_lead"": ""tech_80"", ""risk_reviewer"": ""risk_21""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P1"", ""assigned_to"": ""user_754"", ""tags"": [""resolved""]}, ""financial_impact"": {""amount"": 939074.29, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-14T13:09:20.127381"", ""acknowledged"": ""2025-08-22T13:09:20.127382"", ""resolved"": null}}"
138,controls,Process failure in Data Warehouse resulting in reputation damage,Legal Risk,MR-003: Equity Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P2"", ""assigned_to"": ""user_393"", ""tags"": [""review""]}, ""financial_impact"": {""amount"": 713935.21, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-07T13:09:20.127387"", ""acknowledged"": ""2025-09-04T13:09:20.127388"", ""resolved"": ""2025-08-25T13:09:20.127389""}}","{""status"": ""resolved"", ""severity"": ""low"", ""created_date"": ""2025-01-10T13:09:20.127392""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""vendor_issue""], ""risk_indicators"": {""probability"": 0.29119815137794486, ""impact_score"": 2, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: System restart""], ""long_term_solutions"": [""Solution 1: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_47"", ""technical_lead"": ""tech_41"", ""risk_reviewer"": ""risk_45""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P4"", ""assigned_to"": ""user_595"", ""tags"": [""urgent"", ""monitoring"", ""escalated""]}, ""financial_impact"": {""amount"": 436644.08, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-19T13:09:20.127402"", ""acknowledged"": ""2025-09-07T13:09:20.127402"", ""resolved"": ""2025-08-29T13:09:20.127403""}}"
139,controls,Failed transaction processing in Data Warehouse resulting in financial loss,Third Party Risk,CR-002: Concentration Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_667"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 379798.69, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-28T13:09:20.127409"", ""acknowledged"": ""2025-08-14T13:09:20.127410"", ""resolved"": ""2025-08-22T13:09:20.127411""}}","{""status"": ""active"", ""severity"": ""medium"", ""created_date"": ""2025-06-30T13:09:20.127414""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""vendor_issue""], ""risk_indicators"": {""probability"": 0.9187606879895293, ""impact_score"": 7, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Manual override""], ""long_term_solutions"": [""Solution 1: Control enhancement"", ""Solution 2: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_23"", ""technical_lead"": ""tech_34"", ""risk_reviewer"": ""risk_83""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P3"", ""assigned_to"": ""user_127"", ""tags"": [""review""]}, ""financial_impact"": {""amount"": 181826.88, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-18T13:09:20.127424"", ""acknowledged"": ""2025-08-15T13:09:20.127424"", ""resolved"": ""2025-08-29T13:09:20.127425""}}"
140,controls,Performance degradation in Settlement System impacting client disruption,Third Party Risk,LR-002: Market Liquidity Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_916"", ""tags"": [""resolved""]}, ""financial_impact"": {""amount"": 243059.66, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-29T13:09:20.127431"", ""acknowledged"": ""2025-08-30T13:09:20.127440"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""high"", ""created_date"": ""2025-05-18T13:09:20.127443""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""communication_breakdown"", ""inadequate_training"", ""technical_debt""], ""risk_indicators"": {""probability"": 0.9626780180435723, ""impact_score"": 7, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_84"", ""technical_lead"": ""tech_25"", ""risk_reviewer"": ""risk_21""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P3"", ""assigned_to"": ""user_454"", ""tags"": [""escalated"", ""monitoring"", ""review""]}, ""financial_impact"": {""amount"": 682141.5, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-26T13:09:20.127453"", ""acknowledged"": ""2025-08-26T13:09:20.127454"", ""resolved"": ""2025-08-28T13:09:20.127455""}}"
141,controls,Failed transaction processing in Reporting System resulting in service unavailability,Legal Risk,MR-001: Interest Rate Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_700"", ""tags"": [""monitoring"", ""urgent""]}, ""financial_impact"": {""amount"": 40543.1, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-14T13:09:20.127461"", ""acknowledged"": ""2025-08-15T13:09:20.127462"", ""resolved"": ""2025-08-26T13:09:20.127463""}}","{""status"": ""active"", ""severity"": ""high"", ""created_date"": ""2025-04-02T13:09:20.127467""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""communication_breakdown"", ""inadequate_training"", ""vendor_issue""], ""risk_indicators"": {""probability"": 0.17855792785881144, ""impact_score"": 8, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override"", ""Action 2: System restart"", ""Action 3: Data correction""], ""long_term_solutions"": [""Solution 1: System upgrade"", ""Solution 2: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_23"", ""technical_lead"": ""tech_46"", ""risk_reviewer"": ""risk_53""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_552"", ""tags"": [""escalated"", ""urgent"", ""monitoring""]}, ""financial_impact"": {""amount"": 609848.27, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-30T13:09:20.127479"", ""acknowledged"": ""2025-08-16T13:09:20.127480"", ""resolved"": ""2025-08-27T13:09:20.127482""}}"
